lg_code,machiaza_id,prc_id,city,ward,oaza_cho,chome,koaza,machiaza_dist,prc_num1,prc_num2,prc_num3,rsdt_addr_flg,prc_rec_flg,prc_area_code,efct_date,ablt_date,src_code,remarks,real_prop_num
014231,0000111,015320000400000,南幌町,,,,字沼の里,,1532,4,,0,1,,1947-04-17,,1,,
014231,0000111,015320000500000,南幌町,,,,字沼の里,,1532,5,,0,1,,1947-04-17,,1,,
014231,0000112,017080000100000,南幌町,,,,字中樹林,,1708,1,,0,1,,1947-04-17,,1,,
014231,0000112,017080000200000,南幌町,,,,字中樹林,,1708,2,,0,1,,1947-04-17,,1,,
014231,0000112,017090000000000,南幌町,,,,字中樹林,,1709,,,0,1,,1947-04-17,,1,,
014231,0000112,017100000000000,南幌町,,,,字中樹林,,1710,,,0,1,,1947-04-17,,1,,
014231,0000112,017110000000000,南幌町,,,,字中樹林,,1711,,,0,1,,1947-04-17,,1,,
014231,0000112,017120000000000,南幌町,,,,字中樹林,,1712,,,0,1,,1947-04-17,,1,,
014231,0000112,017130000000000,南幌町,,,,字中樹林,,1713,,,0,1,,1947-04-17,,1,,
014231,0000112,017140000100000,南幌町,,,,字中樹林,,1714,1,,0,1,,1947-04-17,,1,,
014231,0000112,017140000200000,南幌町,,,,字中樹林,,1714,2,,0,1,,1947-04-17,,1,,
014231,0000112,017150000100000,南幌町,,,,字中樹林,,1715,1,,0,1,,1947-04-17,,1,,
014231,0000112,017150000200000,南幌町,,,,字中樹林,,1715,2,,0,1,,1947-04-17,,1,,
014231,0000112,017160000100000,南幌町,,,,字中樹林,,1716,1,,0,1,,1947-04-17,,1,,
014231,0000112,017160000200000,南幌町,,,,字中樹林,,1716,2,,0,1,,1947-04-17,,1,,
014231,0000112,017160000300000,南幌町,,,,字中樹林,,1716,3,,0,1,,1947-04-17,,1,,
014231,0000112,017170000000000,南幌町,,,,字中樹林,,1717,,,0,1,,1947-04-17,,1,,
014231,0000112,022960000100000,南幌町,,,,字中樹林,,2296,1,,0,1,,1947-04-17,,1,,
014231,0000112,022960000200000,南幌町,,,,字中樹林,,2296,2,,0,1,,1947-04-17,,1,,
014231,0000112,022960000300000,南幌町,,,,字中樹林,,2296,3,,0,1,,1947-04-17,,1,,
014231,0000112,022960000400000,南幌町,,,,字中樹林,,2296,4,,0,1,,1947-04-17,,1,,
014231,0000112,022960000500000,南幌町,,,,字中樹林,,2296,5,,0,1,,1947-04-17,,1,,
014231,0000113,009730001000000,南幌町,,,,字幌向,,973,10,,0,1,,1947-04-17,,1,,
014231,0000113,009730001100000,南幌町,,,,字幌向,,973,11,,0,1,,1947-04-17,,1,,
014231,0000113,009730001200000,南幌町,,,,字幌向,,973,12,,0,1,,1947-04-17,,1,,
014231,0000113,009730001500000,南幌町,,,,字幌向,,973,15,,0,1,,1947-04-17,,1,,
014231,0000113,009730002000000,南幌町,,,,字幌向,,973,20,,0,1,,1947-04-17,,1,,
014231,0000113,009730002100000,南幌町,,,,字幌向,,973,21,,0,1,,1947-04-17,,1,,
014231,0000113,009730002200000,南幌町,,,,字幌向,,973,22,,0,1,,1947-04-17,,1,,
014231,0000113,009730002300000,南幌町,,,,字幌向,,973,23,,0,1,,1947-04-17,,1,,
014231,0000113,009730002400000,南幌町,,,,字幌向,,973,24,,0,1,,1947-04-17,,1,,
014231,0000113,009730002500000,南幌町,,,,字幌向,,973,25,,0,1,,1947-04-17,,1,,
