lg_code,machiaza_id,prc_id,city,ward,oaza_cho,chome,koaza,machiaza_dist,prc_num1,prc_num2,prc_num3,rsdt_addr_flg,prc_rec_flg,prc_area_code,efct_date,ablt_date,src_code,remarks,real_prop_num
015717,0002000,000010000100000,豊浦町,,字旭町,,,,1,1,,0,1,,1947-04-17,,1,,
015717,0002000,000010000200000,豊浦町,,字旭町,,,,1,2,,0,1,,1947-04-17,,1,,
015717,0002000,000010000900000,豊浦町,,字旭町,,,,1,9,,0,1,,1947-04-17,,1,,
015717,0002000,000010001200000,豊浦町,,字旭町,,,,1,12,,0,1,,1947-04-17,,1,,
015717,0002000,000010001400000,豊浦町,,字旭町,,,,1,14,,0,1,,1947-04-17,,1,,
015717,0002000,000010002000000,豊浦町,,字旭町,,,,1,20,,0,1,,1947-04-17,,1,,
015717,0002000,000010002100000,豊浦町,,字旭町,,,,1,21,,0,1,,1947-04-17,,1,,
015717,0002000,000010002200000,豊浦町,,字旭町,,,,1,22,,0,1,,1947-04-17,,1,,
015717,0002000,000010002300000,豊浦町,,字旭町,,,,1,23,,0,1,,1947-04-17,,1,,
015717,0002000,000010002400000,豊浦町,,字旭町,,,,1,24,,0,1,,1947-04-17,,1,,
015717,0002000,000010002500000,豊浦町,,字旭町,,,,1,25,,0,1,,1947-04-17,,1,,
015717,0002000,000010002600000,豊浦町,,字旭町,,,,1,26,,0,1,,1947-04-17,,1,,
015717,0002000,000010002700000,豊浦町,,字旭町,,,,1,27,,0,1,,1947-04-17,,1,,
015717,0002000,000010002800000,豊浦町,,字旭町,,,,1,28,,0,1,,1947-04-17,,1,,
015717,0002000,000010002900000,豊浦町,,字旭町,,,,1,29,,0,1,,1947-04-17,,1,,
015717,0002000,000010003000000,豊浦町,,字旭町,,,,1,30,,0,1,,1947-04-17,,1,,
015717,0002000,000010003100000,豊浦町,,字旭町,,,,1,31,,0,1,,1947-04-17,,1,,
015717,0002000,000010003200000,豊浦町,,字旭町,,,,1,32,,0,1,,1947-04-17,,1,,
015717,0002000,000010003300000,豊浦町,,字旭町,,,,1,33,,0,1,,1947-04-17,,1,,
015717,0002000,000010003400000,豊浦町,,字旭町,,,,1,34,,0,1,,1947-04-17,,1,,
015717,0002000,000010003500000,豊浦町,,字旭町,,,,1,35,,0,1,,1947-04-17,,1,,
015717,0002000,000010003600000,豊浦町,,字旭町,,,,1,36,,0,1,,1947-04-17,,1,,
015717,0002000,000010003800000,豊浦町,,字旭町,,,,1,38,,0,1,,1947-04-17,,1,,
015717,0002000,000010003900000,豊浦町,,字旭町,,,,1,39,,0,1,,1947-04-17,,1,,
015717,0002000,000010004200000,豊浦町,,字旭町,,,,1,42,,0,1,,1947-04-17,,1,,
015717,0002000,000010004300000,豊浦町,,字旭町,,,,1,43,,0,1,,1947-04-17,,1,,
015717,0002000,000010004500000,豊浦町,,字旭町,,,,1,45,,0,1,,1947-04-17,,1,,
015717,0002000,000010004600000,豊浦町,,字旭町,,,,1,46,,0,1,,1947-04-17,,1,,
015717,0002000,000010004700000,豊浦町,,字旭町,,,,1,47,,0,1,,1947-04-17,,1,,
015717,0002000,000010004800000,豊浦町,,字旭町,,,,1,48,,0,1,,1947-04-17,,1,,
015717,0002000,000010004900000,豊浦町,,字旭町,,,,1,49,,0,1,,1947-04-17,,1,,
015717,0002000,000010005000000,豊浦町,,字旭町,,,,1,50,,0,1,,1947-04-17,,1,,
015717,0002000,000010005100000,豊浦町,,字旭町,,,,1,51,,0,1,,1947-04-17,,1,,
015717,0002000,000010005300000,豊浦町,,字旭町,,,,1,53,,0,1,,1947-04-17,,1,,
015717,0002000,000010005400000,豊浦町,,字旭町,,,,1,54,,0,1,,1947-04-17,,1,,
015717,0002000,000010005500000,豊浦町,,字旭町,,,,1,55,,0,1,,1947-04-17,,1,,
015717,0002000,000010005600000,豊浦町,,字旭町,,,,1,56,,0,1,,1947-04-17,,1,,
015717,0002000,000010005700000,豊浦町,,字旭町,,,,1,57,,0,1,,1947-04-17,,1,,
015717,0002000,000020000100000,豊浦町,,字旭町,,,,2,1,,0,1,,1947-04-17,,1,,
015717,0002000,000020000700000,豊浦町,,字旭町,,,,2,7,,0,1,,1947-04-17,,1,,
015717,0002000,000020000800000,豊浦町,,字旭町,,,,2,8,,0,1,,1947-04-17,,1,,
015717,0002000,000020000900000,豊浦町,,字旭町,,,,2,9,,0,1,,1947-04-17,,1,,
015717,0002000,000020001000000,豊浦町,,字旭町,,,,2,10,,0,1,,1947-04-17,,1,,
015717,0002000,000020001100000,豊浦町,,字旭町,,,,2,11,,0,1,,1947-04-17,,1,,
015717,0002000,000020001400000,豊浦町,,字旭町,,,,2,14,,0,1,,1947-04-17,,1,,
015717,0002000,000020001500000,豊浦町,,字旭町,,,,2,15,,0,1,,1947-04-17,,1,,
015717,0002000,000020001600000,豊浦町,,字旭町,,,,2,16,,0,1,,1947-04-17,,1,,
015717,0002000,000020001700000,豊浦町,,字旭町,,,,2,17,,0,1,,1947-04-17,,1,,
015717,0002000,000030000100000,豊浦町,,字旭町,,,,3,1,,0,1,,1947-04-17,,1,,
015717,0002000,000030001000000,豊浦町,,字旭町,,,,3,10,,0,1,,1947-04-17,,1,,
015717,0002000,000030001200000,豊浦町,,字旭町,,,,3,12,,0,1,,1947-04-17,,1,,
015717,0002000,000030001300000,豊浦町,,字旭町,,,,3,13,,0,1,,1947-04-17,,1,,
015717,0002000,000030001400000,豊浦町,,字旭町,,,,3,14,,0,1,,1947-04-17,,1,,
015717,0002000,000030001500000,豊浦町,,字旭町,,,,3,15,,0,1,,1947-04-17,,1,,
015717,0002000,000030001700000,豊浦町,,字旭町,,,,3,17,,0,1,,1947-04-17,,1,,
015717,0002000,000030001800000,豊浦町,,字旭町,,,,3,18,,0,1,,1947-04-17,,1,,
015717,0002000,000040000300000,豊浦町,,字旭町,,,,4,3,,0,1,,1947-04-17,,1,,
015717,0002000,000040000600000,豊浦町,,字旭町,,,,4,6,,0,1,,1947-04-17,,1,,
015717,0002000,000040000700000,豊浦町,,字旭町,,,,4,7,,0,1,,1947-04-17,,1,,
015717,0002000,000040000800000,豊浦町,,字旭町,,,,4,8,,0,1,,1947-04-17,,1,,
015717,0002000,000040000900000,豊浦町,,字旭町,,,,4,9,,0,1,,1947-04-17,,1,,
015717,0002000,000050000100000,豊浦町,,字旭町,,,,5,1,,0,1,,1947-04-17,,1,,
015717,0002000,000050000200000,豊浦町,,字旭町,,,,5,2,,0,1,,1947-04-17,,1,,
015717,0002000,000050000300000,豊浦町,,字旭町,,,,5,3,,0,1,,1947-04-17,,1,,
015717,0002000,000060000100000,豊浦町,,字旭町,,,,6,1,,0,1,,1947-04-17,,1,,
015717,0002000,000060000200000,豊浦町,,字旭町,,,,6,2,,0,1,,1947-04-17,,1,,
015717,0002000,000060000300000,豊浦町,,字旭町,,,,6,3,,0,1,,1947-04-17,,1,,
015717,0002000,000100000000000,豊浦町,,字旭町,,,,10,,,0,1,,1947-04-17,,1,,
015717,0002000,000110000000000,豊浦町,,字旭町,,,,11,,,0,1,,1947-04-17,,1,,
015717,0002000,000110000300000,豊浦町,,字旭町,,,,11,3,,0,1,,1947-04-17,,1,,
015717,0002000,000110000400000,豊浦町,,字旭町,,,,11,4,,0,1,,1947-04-17,,1,,
015717,0002000,000110000500000,豊浦町,,字旭町,,,,11,5,,0,1,,1947-04-17,,1,,
015717,0002000,000110000600000,豊浦町,,字旭町,,,,11,6,,0,1,,1947-04-17,,1,,
015717,0002000,000110000700000,豊浦町,,字旭町,,,,11,7,,0,1,,1947-04-17,,1,,
015717,0002000,000110000800000,豊浦町,,字旭町,,,,11,8,,0,1,,1947-04-17,,1,,
015717,0002000,000110000900000,豊浦町,,字旭町,,,,11,9,,0,1,,1947-04-17,,1,,
015717,0002000,000110001000000,豊浦町,,字旭町,,,,11,10,,0,1,,1947-04-17,,1,,
015717,0002000,000110001100000,豊浦町,,字旭町,,,,11,11,,0,1,,1947-04-17,,1,,
015717,0002000,000110001200000,豊浦町,,字旭町,,,,11,12,,0,1,,1947-04-17,,1,,
015717,0002000,000110001300000,豊浦町,,字旭町,,,,11,13,,0,1,,1947-04-17,,1,,
015717,0002000,000110001400000,豊浦町,,字旭町,,,,11,14,,0,1,,1947-04-17,,1,,
015717,0002000,000110001500000,豊浦町,,字旭町,,,,11,15,,0,1,,1947-04-17,,1,,
015717,0002000,000110001600000,豊浦町,,字旭町,,,,11,16,,0,1,,1947-04-17,,1,,
015717,0002000,000110001700000,豊浦町,,字旭町,,,,11,17,,0,1,,1947-04-17,,1,,
015717,0002000,000110001800000,豊浦町,,字旭町,,,,11,18,,0,1,,1947-04-17,,1,,
015717,0002000,000110001900000,豊浦町,,字旭町,,,,11,19,,0,1,,1947-04-17,,1,,
015717,0002000,000110002000000,豊浦町,,字旭町,,,,11,20,,0,1,,1947-04-17,,1,,
015717,0002000,000110002100000,豊浦町,,字旭町,,,,11,21,,0,1,,1947-04-17,,1,,
015717,0002000,000110002200000,豊浦町,,字旭町,,,,11,22,,0,1,,1947-04-17,,1,,
015717,0002000,000110002300000,豊浦町,,字旭町,,,,11,23,,0,1,,1947-04-17,,1,,
015717,0002000,000120000200000,豊浦町,,字旭町,,,,12,2,,0,1,,1947-04-17,,1,,
015717,0002000,000120000400000,豊浦町,,字旭町,,,,12,4,,0,1,,1947-04-17,,1,,
015717,0002000,000130000100000,豊浦町,,字旭町,,,,13,1,,0,1,,1947-04-17,,1,,
015717,0002000,000130000200000,豊浦町,,字旭町,,,,13,2,,0,1,,1947-04-17,,1,,
015717,0002000,000130000300000,豊浦町,,字旭町,,,,13,3,,0,1,,1947-04-17,,1,,
015717,0002000,000130000400000,豊浦町,,字旭町,,,,13,4,,0,1,,1947-04-17,,1,,
015717,0002000,000160000100000,豊浦町,,字旭町,,,,16,1,,0,1,,1947-04-17,,1,,
015717,0002000,000160000200000,豊浦町,,字旭町,,,,16,2,,0,1,,1947-04-17,,1,,
015717,0002000,000170000100000,豊浦町,,字旭町,,,,17,1,,0,1,,1947-04-17,,1,,
015717,0002000,000170000200000,豊浦町,,字旭町,,,,17,2,,0,1,,1947-04-17,,1,,
015717,0002000,000180000100000,豊浦町,,字旭町,,,,18,1,,0,1,,1947-04-17,,1,,
015717,0002000,000180000300000,豊浦町,,字旭町,,,,18,3,,0,1,,1947-04-17,,1,,
015717,0002000,000180000400000,豊浦町,,字旭町,,,,18,4,,0,1,,1947-04-17,,1,,
015717,0002000,000190000000000,豊浦町,,字旭町,,,,19,,,0,1,,1947-04-17,,1,,
015717,0002000,000200000100000,豊浦町,,字旭町,,,,20,1,,0,1,,1947-04-17,,1,,
015717,0002000,000200000300000,豊浦町,,字旭町,,,,20,3,,0,1,,1947-04-17,,1,,
015717,0002000,000200000400000,豊浦町,,字旭町,,,,20,4,,0,1,,1947-04-17,,1,,
015717,0002000,000200000500000,豊浦町,,字旭町,,,,20,5,,0,1,,1947-04-17,,1,,
015717,0002000,000200000800000,豊浦町,,字旭町,,,,20,8,,0,1,,1947-04-17,,1,,
015717,0002000,000200000900000,豊浦町,,字旭町,,,,20,9,,0,1,,1947-04-17,,1,,
015717,0002000,000200001000000,豊浦町,,字旭町,,,,20,10,,0,1,,1947-04-17,,1,,
015717,0002000,000200001100000,豊浦町,,字旭町,,,,20,11,,0,1,,1947-04-17,,1,,
015717,0002000,000200001200000,豊浦町,,字旭町,,,,20,12,,0,1,,1947-04-17,,1,,
015717,0002000,000200001300000,豊浦町,,字旭町,,,,20,13,,0,1,,1947-04-17,,1,,
015717,0002000,000200001400000,豊浦町,,字旭町,,,,20,14,,0,1,,1947-04-17,,1,,
015717,0002000,000210000100000,豊浦町,,字旭町,,,,21,1,,0,1,,1947-04-17,,1,,
015717,0002000,000210000200000,豊浦町,,字旭町,,,,21,2,,0,1,,1947-04-17,,1,,
015717,0002000,000210000300000,豊浦町,,字旭町,,,,21,3,,0,1,,1947-04-17,,1,,
015717,0002000,000210000400000,豊浦町,,字旭町,,,,21,4,,0,1,,1947-04-17,,1,,
015717,0002000,000210000500000,豊浦町,,字旭町,,,,21,5,,0,1,,1947-04-17,,1,,
015717,0002000,000210000600000,豊浦町,,字旭町,,,,21,6,,0,1,,1947-04-17,,1,,
015717,0002000,000210000700000,豊浦町,,字旭町,,,,21,7,,0,1,,1947-04-17,,1,,
015717,0002000,000220000100000,豊浦町,,字旭町,,,,22,1,,0,1,,1947-04-17,,1,,
015717,0002000,000220000400000,豊浦町,,字旭町,,,,22,4,,0,1,,1947-04-17,,1,,
015717,0002000,000220000500000,豊浦町,,字旭町,,,,22,5,,0,1,,1947-04-17,,1,,
015717,0002000,000220000700000,豊浦町,,字旭町,,,,22,7,,0,1,,1947-04-17,,1,,
015717,0002000,000220000800000,豊浦町,,字旭町,,,,22,8,,0,1,,1947-04-17,,1,,
015717,0002000,000230000100000,豊浦町,,字旭町,,,,23,1,,0,1,,1947-04-17,,1,,
015717,0002000,000230000300000,豊浦町,,字旭町,,,,23,3,,0,1,,1947-04-17,,1,,
015717,0002000,000230000400000,豊浦町,,字旭町,,,,23,4,,0,1,,1947-04-17,,1,,
015717,0002000,000240000100000,豊浦町,,字旭町,,,,24,1,,0,1,,1947-04-17,,1,,
015717,0002000,000240000200000,豊浦町,,字旭町,,,,24,2,,0,1,,1947-04-17,,1,,
015717,0002000,000240000300000,豊浦町,,字旭町,,,,24,3,,0,1,,1947-04-17,,1,,
015717,0002000,000240000400000,豊浦町,,字旭町,,,,24,4,,0,1,,1947-04-17,,1,,
015717,0002000,000240000500000,豊浦町,,字旭町,,,,24,5,,0,1,,1947-04-17,,1,,
015717,0002000,000240000600000,豊浦町,,字旭町,,,,24,6,,0,1,,1947-04-17,,1,,
015717,0002000,000260000100000,豊浦町,,字旭町,,,,26,1,,0,1,,1947-04-17,,1,,
015717,0002000,000260000200000,豊浦町,,字旭町,,,,26,2,,0,1,,1947-04-17,,1,,
015717,0002000,000260000300000,豊浦町,,字旭町,,,,26,3,,0,1,,1947-04-17,,1,,
015717,0002000,000260000500000,豊浦町,,字旭町,,,,26,5,,0,1,,1947-04-17,,1,,
015717,0002000,000260000600000,豊浦町,,字旭町,,,,26,6,,0,1,,1947-04-17,,1,,
015717,0002000,000260000700000,豊浦町,,字旭町,,,,26,7,,0,1,,1947-04-17,,1,,
015717,0002000,000260000800000,豊浦町,,字旭町,,,,26,8,,0,1,,1947-04-17,,1,,
015717,0002000,000260000900000,豊浦町,,字旭町,,,,26,9,,0,1,,1947-04-17,,1,,
015717,0002000,000260001000000,豊浦町,,字旭町,,,,26,10,,0,1,,1947-04-17,,1,,
015717,0002000,000260001100000,豊浦町,,字旭町,,,,26,11,,0,1,,1947-04-17,,1,,
015717,0002000,000260001200000,豊浦町,,字旭町,,,,26,12,,0,1,,1947-04-17,,1,,
015717,0002000,000260001300000,豊浦町,,字旭町,,,,26,13,,0,1,,1947-04-17,,1,,
015717,0002000,000260001400000,豊浦町,,字旭町,,,,26,14,,0,1,,1947-04-17,,1,,
015717,0002000,000260001500000,豊浦町,,字旭町,,,,26,15,,0,1,,1947-04-17,,1,,
015717,0002000,000300000000000,豊浦町,,字旭町,,,,30,,,0,1,,1947-04-17,,1,,
015717,0002000,000310000100000,豊浦町,,字旭町,,,,31,1,,0,1,,1947-04-17,,1,,
015717,0002000,000310000200000,豊浦町,,字旭町,,,,31,2,,0,1,,1947-04-17,,1,,
015717,0002000,000310000300000,豊浦町,,字旭町,,,,31,3,,0,1,,1947-04-17,,1,,
015717,0002000,000310000400000,豊浦町,,字旭町,,,,31,4,,0,1,,1947-04-17,,1,,
015717,0002000,000310000500000,豊浦町,,字旭町,,,,31,5,,0,1,,1947-04-17,,1,,
015717,0002000,000310000600000,豊浦町,,字旭町,,,,31,6,,0,1,,1947-04-17,,1,,
015717,0002000,000310000700000,豊浦町,,字旭町,,,,31,7,,0,1,,1947-04-17,,1,,
015717,0002000,000310000800000,豊浦町,,字旭町,,,,31,8,,0,1,,1947-04-17,,1,,
015717,0002000,000310000900000,豊浦町,,字旭町,,,,31,9,,0,1,,1947-04-17,,1,,
015717,0002000,000310001000000,豊浦町,,字旭町,,,,31,10,,0,1,,1947-04-17,,1,,
015717,0002000,000310001100000,豊浦町,,字旭町,,,,31,11,,0,1,,1947-04-17,,1,,
015717,0002000,000320000100000,豊浦町,,字旭町,,,,32,1,,0,1,,1947-04-17,,1,,
015717,0002000,000320000200000,豊浦町,,字旭町,,,,32,2,,0,1,,1947-04-17,,1,,
015717,0002000,000320000300000,豊浦町,,字旭町,,,,32,3,,0,1,,1947-04-17,,1,,
015717,0002000,000320000400000,豊浦町,,字旭町,,,,32,4,,0,1,,1947-04-17,,1,,
015717,0002000,000320000500000,豊浦町,,字旭町,,,,32,5,,0,1,,1947-04-17,,1,,
015717,0002000,000330000100000,豊浦町,,字旭町,,,,33,1,,0,1,,1947-04-17,,1,,
015717,0002000,000330000200000,豊浦町,,字旭町,,,,33,2,,0,1,,1947-04-17,,1,,
015717,0002000,000340000000000,豊浦町,,字旭町,,,,34,,,0,1,,1947-04-17,,1,,
015717,0002000,000350000100000,豊浦町,,字旭町,,,,35,1,,0,1,,1947-04-17,,1,,
015717,0002000,000350000200000,豊浦町,,字旭町,,,,35,2,,0,1,,1947-04-17,,1,,
015717,0002000,000370000100000,豊浦町,,字旭町,,,,37,1,,0,1,,1947-04-17,,1,,
015717,0002000,000370000400000,豊浦町,,字旭町,,,,37,4,,0,1,,1947-04-17,,1,,
015717,0002000,000370000500000,豊浦町,,字旭町,,,,37,5,,0,1,,1947-04-17,,1,,
015717,0002000,000370000600000,豊浦町,,字旭町,,,,37,6,,0,1,,1947-04-17,,1,,
015717,0002000,000370000700000,豊浦町,,字旭町,,,,37,7,,0,1,,1947-04-17,,1,,
015717,0002000,000380000100000,豊浦町,,字旭町,,,,38,1,,0,1,,1947-04-17,,1,,
015717,0002000,000380000300000,豊浦町,,字旭町,,,,38,3,,0,1,,1947-04-17,,1,,
015717,0002000,000380000400000,豊浦町,,字旭町,,,,38,4,,0,1,,1947-04-17,,1,,
015717,0002000,000380000500000,豊浦町,,字旭町,,,,38,5,,0,1,,1947-04-17,,1,,
015717,0002000,000380000600000,豊浦町,,字旭町,,,,38,6,,0,1,,1947-04-17,,1,,
015717,0002000,000390000000000,豊浦町,,字旭町,,,,39,,,0,1,,1947-04-17,,1,,
015717,0002000,000400000000000,豊浦町,,字旭町,,,,40,,,0,1,,1947-04-17,,1,,
015717,0002000,000410000100000,豊浦町,,字旭町,,,,41,1,,0,1,,1947-04-17,,1,,
015717,0002000,000410000200000,豊浦町,,字旭町,,,,41,2,,0,1,,1947-04-17,,1,,
015717,0002000,000410000300000,豊浦町,,字旭町,,,,41,3,,0,1,,1947-04-17,,1,,
015717,0002000,000420000100000,豊浦町,,字旭町,,,,42,1,,0,1,,1947-04-17,,1,,
015717,0002000,000420000200000,豊浦町,,字旭町,,,,42,2,,0,1,,1947-04-17,,1,,
015717,0002000,000420000300000,豊浦町,,字旭町,,,,42,3,,0,1,,1947-04-17,,1,,
