lg_code,machiaza_id,prc_id,city,ward,oaza_cho,chome,koaza,machiaza_dist,prc_num1,prc_num2,prc_num3,rsdt_addr_flg,prc_rec_flg,prc_area_code,efct_date,ablt_date,src_code,remarks,real_prop_num
016659,0000112,000010000100000,弟子屈町,,,,字ヌプパシュナイ,,1,1,,0,1,,1947-04-17,,1,,
016659,0000112,000010000200000,弟子屈町,,,,字ヌプパシュナイ,,1,2,,0,1,,1947-04-17,,1,,
016659,0000112,000010000500000,弟子屈町,,,,字ヌプパシュナイ,,1,5,,0,1,,1947-04-17,,1,,
016659,0000112,000010000600000,弟子屈町,,,,字ヌプパシュナイ,,1,6,,0,1,,1947-04-17,,1,,
016659,0000112,000010000700000,弟子屈町,,,,字ヌプパシュナイ,,1,7,,0,1,,1947-04-17,,1,,
016659,0000112,000010000800000,弟子屈町,,,,字ヌプパシュナイ,,1,8,,0,1,,1947-04-17,,1,,
016659,0000112,000020000100000,弟子屈町,,,,字ヌプパシュナイ,,2,1,,0,1,,1947-04-17,,1,,
016659,0000112,000020000300000,弟子屈町,,,,字ヌプパシュナイ,,2,3,,0,1,,1947-04-17,,1,,
016659,0000112,000020000400000,弟子屈町,,,,字ヌプパシュナイ,,2,4,,0,1,,1947-04-17,,1,,
016659,0000112,000020000500000,弟子屈町,,,,字ヌプパシュナイ,,2,5,,0,1,,1947-04-17,,1,,
016659,0000112,000030000100000,弟子屈町,,,,字ヌプパシュナイ,,3,1,,0,1,,1947-04-17,,1,,
016659,0000112,000030000300000,弟子屈町,,,,字ヌプパシュナイ,,3,3,,0,1,,1947-04-17,,1,,
016659,0000112,000030000400000,弟子屈町,,,,字ヌプパシュナイ,,3,4,,0,1,,1947-04-17,,1,,
016659,0000112,000040000100000,弟子屈町,,,,字ヌプパシュナイ,,4,1,,0,1,,1947-04-17,,1,,
016659,0000112,000040000300000,弟子屈町,,,,字ヌプパシュナイ,,4,3,,0,1,,1947-04-17,,1,,
016659,0000112,000040000400000,弟子屈町,,,,字ヌプパシュナイ,,4,4,,0,1,,1947-04-17,,1,,
016659,0000112,000110000000000,弟子屈町,,,,字ヌプパシュナイ,,11,,,0,1,,1947-04-17,,1,,
016659,0000112,000120000000000,弟子屈町,,,,字ヌプパシュナイ,,12,,,0,1,,1947-04-17,,1,,
016659,0000112,000130000200000,弟子屈町,,,,字ヌプパシュナイ,,13,2,,0,1,,1947-04-17,,1,,
016659,0000112,000130000300000,弟子屈町,,,,字ヌプパシュナイ,,13,3,,0,1,,1947-04-17,,1,,
016659,0000112,000140000100000,弟子屈町,,,,字ヌプパシュナイ,,14,1,,0,1,,1947-04-17,,1,,
016659,0000112,000140000300000,弟子屈町,,,,字ヌプパシュナイ,,14,3,,0,1,,1947-04-17,,1,,
016659,0000112,000140000400000,弟子屈町,,,,字ヌプパシュナイ,,14,4,,0,1,,1947-04-17,,1,,
016659,0000112,000140000500000,弟子屈町,,,,字ヌプパシュナイ,,14,5,,0,1,,1947-04-17,,1,,
016659,0000112,000140000600000,弟子屈町,,,,字ヌプパシュナイ,,14,6,,0,1,,1947-04-17,,1,,
