lg_code,machiaza_id,prc_id,city,ward,oaza_cho,chome,koaza,machiaza_dist,prc_num1,prc_num2,prc_num3,rsdt_addr_flg,prc_rec_flg,prc_area_code,efct_date,ablt_date,src_code,remarks,real_prop_num
013374,0001000,000010000100000,七飯町,,字飯田町,,,,1,1,,0,1,,1947-04-17,,1,,
013374,0001000,000010000200000,七飯町,,字飯田町,,,,1,2,,0,1,,1947-04-17,,1,,
013374,0001000,000010000300000,七飯町,,字飯田町,,,,1,3,,0,1,,1947-04-17,,1,,
013374,0001000,000010000400000,七飯町,,字飯田町,,,,1,4,,0,1,,1947-04-17,,1,,
013374,0001000,000010000500000,七飯町,,字飯田町,,,,1,5,,0,1,,1947-04-17,,1,,
013374,0001000,000010000700000,七飯町,,字飯田町,,,,1,7,,0,1,,1947-04-17,,1,,
013374,0001000,000010000800000,七飯町,,字飯田町,,,,1,8,,0,1,,1947-04-17,,1,,
013374,0001000,000010000900000,七飯町,,字飯田町,,,,1,9,,0,1,,1947-04-17,,1,,
013374,0001000,000010001000000,七飯町,,字飯田町,,,,1,10,,0,1,,1947-04-17,,1,,
013374,0001000,000010001100000,七飯町,,字飯田町,,,,1,11,,0,1,,1947-04-17,,1,,
013374,0001000,000010001200000,七飯町,,字飯田町,,,,1,12,,0,1,,1947-04-17,,1,,
013374,0001000,000010001300000,七飯町,,字飯田町,,,,1,13,,0,1,,1947-04-17,,1,,
013374,0001000,000010001400000,七飯町,,字飯田町,,,,1,14,,0,1,,1947-04-17,,1,,
013374,0001000,000010001500000,七飯町,,字飯田町,,,,1,15,,0,1,,1947-04-17,,1,,
013374,0001000,000010001600000,七飯町,,字飯田町,,,,1,16,,0,1,,1947-04-17,,1,,
013374,0001000,000010001700000,七飯町,,字飯田町,,,,1,17,,0,1,,1947-04-17,,1,,
013374,0001000,000010001800000,七飯町,,字飯田町,,,,1,18,,0,1,,1947-04-17,,1,,
013374,0001000,000010001900000,七飯町,,字飯田町,,,,1,19,,0,1,,1947-04-17,,1,,
013374,0001000,000020000100000,七飯町,,字飯田町,,,,2,1,,0,1,,1947-04-17,,1,,
013374,0001000,000020000500000,七飯町,,字飯田町,,,,2,5,,0,1,,1947-04-17,,1,,
013374,0001000,000030000100000,七飯町,,字飯田町,,,,3,1,,0,1,,1947-04-17,,1,,
013374,0001000,000030000300000,七飯町,,字飯田町,,,,3,3,,0,1,,1947-04-17,,1,,
013374,0001000,000040000100000,七飯町,,字飯田町,,,,4,1,,0,1,,1947-04-17,,1,,
013374,0001000,000040000300000,七飯町,,字飯田町,,,,4,3,,0,1,,1947-04-17,,1,,
013374,0001000,000040000400000,七飯町,,字飯田町,,,,4,4,,0,1,,1947-04-17,,1,,
013374,0001000,000050000100000,七飯町,,字飯田町,,,,5,1,,0,1,,1947-04-17,,1,,
013374,0001000,000050000200000,七飯町,,字飯田町,,,,5,2,,0,1,,1947-04-17,,1,,
013374,0001000,000050000500000,七飯町,,字飯田町,,,,5,5,,0,1,,1947-04-17,,1,,
013374,0001000,000050000600000,七飯町,,字飯田町,,,,5,6,,0,1,,1947-04-17,,1,,
013374,0001000,000050000700000,七飯町,,字飯田町,,,,5,7,,0,1,,1947-04-17,,1,,
013374,0001000,000050000800000,七飯町,,字飯田町,,,,5,8,,0,1,,1947-04-17,,1,,
013374,0001000,000050000900000,七飯町,,字飯田町,,,,5,9,,0,1,,1947-04-17,,1,,
013374,0001000,000050001000000,七飯町,,字飯田町,,,,5,10,,0,1,,1947-04-17,,1,,
013374,0001000,000050001400000,七飯町,,字飯田町,,,,5,14,,0,1,,1947-04-17,,1,,
013374,0001000,000070000100000,七飯町,,字飯田町,,,,7,1,,0,1,,1947-04-17,,1,,
013374,0001000,000070000500000,七飯町,,字飯田町,,,,7,5,,0,1,,1947-04-17,,1,,
013374,0001000,000070000600000,七飯町,,字飯田町,,,,7,6,,0,1,,1947-04-17,,1,,
013374,0001000,000070000700000,七飯町,,字飯田町,,,,7,7,,0,1,,1947-04-17,,1,,
013374,0001000,000070000800000,七飯町,,字飯田町,,,,7,8,,0,1,,1947-04-17,,1,,
013374,0001000,000090000100000,七飯町,,字飯田町,,,,9,1,,0,1,,1947-04-17,,1,,
013374,0001000,000090000300000,七飯町,,字飯田町,,,,9,3,,0,1,,1947-04-17,,1,,
013374,0001000,000090000700000,七飯町,,字飯田町,,,,9,7,,0,1,,1947-04-17,,1,,
013374,0001000,000090000800000,七飯町,,字飯田町,,,,9,8,,0,1,,1947-04-17,,1,,
013374,0001000,000090001000000,七飯町,,字飯田町,,,,9,10,,0,1,,1947-04-17,,1,,
013374,0001000,000090001100000,七飯町,,字飯田町,,,,9,11,,0,1,,1947-04-17,,1,,
013374,0001000,000100000100000,七飯町,,字飯田町,,,,10,1,,0,1,,1947-04-17,,1,,
013374,0001000,000100000200000,七飯町,,字飯田町,,,,10,2,,0,1,,1947-04-17,,1,,
013374,0001000,000110000100000,七飯町,,字飯田町,,,,11,1,,0,1,,1947-04-17,,1,,
013374,0001000,000110000200000,七飯町,,字飯田町,,,,11,2,,0,1,,1947-04-17,,1,,
013374,0001000,000110000300000,七飯町,,字飯田町,,,,11,3,,0,1,,1947-04-17,,1,,
013374,0001000,000110000400000,七飯町,,字飯田町,,,,11,4,,0,1,,1947-04-17,,1,,
013374,0001000,000110000500000,七飯町,,字飯田町,,,,11,5,,0,1,,1947-04-17,,1,,
013374,0001000,000110000700000,七飯町,,字飯田町,,,,11,7,,0,1,,1947-04-17,,1,,
013374,0001000,000110000800000,七飯町,,字飯田町,,,,11,8,,0,1,,1947-04-17,,1,,
013374,0001000,000110000900000,七飯町,,字飯田町,,,,11,9,,0,1,,1947-04-17,,1,,
013374,0001000,000110001200000,七飯町,,字飯田町,,,,11,12,,0,1,,1947-04-17,,1,,
013374,0001000,000110001300000,七飯町,,字飯田町,,,,11,13,,0,1,,1947-04-17,,1,,
013374,0001000,000110001400000,七飯町,,字飯田町,,,,11,14,,0,1,,1947-04-17,,1,,
013374,0001000,000110001500000,七飯町,,字飯田町,,,,11,15,,0,1,,1947-04-17,,1,,
013374,0001000,000110001600000,七飯町,,字飯田町,,,,11,16,,0,1,,1947-04-17,,1,,
013374,0001000,000110001700000,七飯町,,字飯田町,,,,11,17,,0,1,,1947-04-17,,1,,
013374,0001000,000110001800000,七飯町,,字飯田町,,,,11,18,,0,1,,1947-04-17,,1,,
013374,0001000,000110001900000,七飯町,,字飯田町,,,,11,19,,0,1,,1947-04-17,,1,,
013374,0001000,000110002000000,七飯町,,字飯田町,,,,11,20,,0,1,,1947-04-17,,1,,
013374,0001000,000110002100000,七飯町,,字飯田町,,,,11,21,,0,1,,1947-04-17,,1,,
013374,0001000,000110002200000,七飯町,,字飯田町,,,,11,22,,0,1,,1947-04-17,,1,,
013374,0001000,000120000100000,七飯町,,字飯田町,,,,12,1,,0,1,,1947-04-17,,1,,
013374,0001000,000120000200000,七飯町,,字飯田町,,,,12,2,,0,1,,1947-04-17,,1,,
013374,0001000,000120000300000,七飯町,,字飯田町,,,,12,3,,0,1,,1947-04-17,,1,,
013374,0001000,000120000400000,七飯町,,字飯田町,,,,12,4,,0,1,,1947-04-17,,1,,
013374,0001000,000120000500000,七飯町,,字飯田町,,,,12,5,,0,1,,1947-04-17,,1,,
013374,0001000,000120000600000,七飯町,,字飯田町,,,,12,6,,0,1,,1947-04-17,,1,,
013374,0001000,000120000700000,七飯町,,字飯田町,,,,12,7,,0,1,,1947-04-17,,1,,
013374,0001000,000120000800000,七飯町,,字飯田町,,,,12,8,,0,1,,1947-04-17,,1,,
013374,0001000,000130000100000,七飯町,,字飯田町,,,,13,1,,0,1,,1947-04-17,,1,,
013374,0001000,000130000200000,七飯町,,字飯田町,,,,13,2,,0,1,,1947-04-17,,1,,
013374,0001000,000140000100000,七飯町,,字飯田町,,,,14,1,,0,1,,1947-04-17,,1,,
013374,0001000,000140000200000,七飯町,,字飯田町,,,,14,2,,0,1,,1947-04-17,,1,,
013374,0001000,000140000300000,七飯町,,字飯田町,,,,14,3,,0,1,,1947-04-17,,1,,
013374,0001000,000140000400000,七飯町,,字飯田町,,,,14,4,,0,1,,1947-04-17,,1,,
013374,0001000,000140000600000,七飯町,,字飯田町,,,,14,6,,0,1,,1947-04-17,,1,,
013374,0001000,000140000700000,七飯町,,字飯田町,,,,14,7,,0,1,,1947-04-17,,1,,
013374,0001000,000140000800000,七飯町,,字飯田町,,,,14,8,,0,1,,1947-04-17,,1,,
013374,0001000,000140000900000,七飯町,,字飯田町,,,,14,9,,0,1,,1947-04-17,,1,,
013374,0001000,000140001000000,七飯町,,字飯田町,,,,14,10,,0,1,,1947-04-17,,1,,
013374,0001000,000140001100000,七飯町,,字飯田町,,,,14,11,,0,1,,1947-04-17,,1,,
013374,0001000,000150000200000,七飯町,,字飯田町,,,,15,2,,0,1,,1947-04-17,,1,,
013374,0001000,000150000400000,七飯町,,字飯田町,,,,15,4,,0,1,,1947-04-17,,1,,
