lg_code,machiaza_id,prc_id,city,ward,oaza_cho,chome,koaza,machiaza_dist,prc_num1,prc_num2,prc_num3,rsdt_addr_flg,prc_rec_flg,prc_area_code,efct_date,ablt_date,src_code,remarks,real_prop_num
016632,0001000,000010000000000,浜中町,,赤泊,,,,1,,,0,1,,1947-04-17,,1,,
016632,0001000,000020000000000,浜中町,,赤泊,,,,2,,,0,1,,1947-04-17,,1,,
016632,0001000,000030000000000,浜中町,,赤泊,,,,3,,,0,1,,1947-04-17,,1,,
016632,0001000,000050000000000,浜中町,,赤泊,,,,5,,,0,1,,1947-04-17,,1,,
016632,0001000,000060000000000,浜中町,,赤泊,,,,6,,,0,1,,1947-04-17,,1,,
016632,0001000,000070000000000,浜中町,,赤泊,,,,7,,,0,1,,1947-04-17,,1,,
016632,0001000,000080000000000,浜中町,,赤泊,,,,8,,,0,1,,1947-04-17,,1,,
016632,0001000,000090000000000,浜中町,,赤泊,,,,9,,,0,1,,1947-04-17,,1,,
016632,0001000,000100000000000,浜中町,,赤泊,,,,10,,,0,1,,1947-04-17,,1,,
016632,0001000,000110000000000,浜中町,,赤泊,,,,11,,,0,1,,1947-04-17,,1,,
016632,0001000,000120000000000,浜中町,,赤泊,,,,12,,,0,1,,1947-04-17,,1,,
016632,0001000,000130000000000,浜中町,,赤泊,,,,13,,,0,1,,1947-04-17,,1,,
016632,0001000,000140000000000,浜中町,,赤泊,,,,14,,,0,1,,1947-04-17,,1,,
016632,0001000,000150000000000,浜中町,,赤泊,,,,15,,,0,1,,1947-04-17,,1,,
016632,0002001,000010000000000,浜中町,,姉別,一丁目,,,1,,,0,1,,1947-04-17,,1,,
016632,0002001,000020000000000,浜中町,,姉別,一丁目,,,2,,,0,1,,1947-04-17,,1,,
016632,0002001,000030000000000,浜中町,,姉別,一丁目,,,3,,,0,1,,1947-04-17,,1,,
016632,0002001,000040000000000,浜中町,,姉別,一丁目,,,4,,,0,1,,1947-04-17,,1,,
016632,0002001,000050000000000,浜中町,,姉別,一丁目,,,5,,,0,1,,1947-04-17,,1,,
016632,0002001,000060000000000,浜中町,,姉別,一丁目,,,6,,,0,1,,1947-04-17,,1,,
016632,0002001,000070000000000,浜中町,,姉別,一丁目,,,7,,,0,1,,1947-04-17,,1,,
016632,0002001,000080000100000,浜中町,,姉別,一丁目,,,8,1,,0,1,,1947-04-17,,1,,
016632,0002001,000080000200000,浜中町,,姉別,一丁目,,,8,2,,0,1,,1947-04-17,,1,,
016632,0002001,000090000100000,浜中町,,姉別,一丁目,,,9,1,,0,1,,1947-04-17,,1,,
